#AdjRefG: Iteration 8 number of channels 4
# col 1: real part of sumprofile
# col 2: imag part of sumprofile
# col 3 - col 2*nchan+2: real, imag parts of profiles on different channels
  -4.997952E+01    1.485228E+02    1.715732E+02    1.160822E+02  -5.679026E+01    1.056118E+02    1.539881E+02   -2.770687E+01    5.337653E+01   -4.648761E+01    8.025968E+01    8.211077E+01   -2.416765E+01   -1.683202E+01   -8.823876E+01    1.029066E+02   -2.239814E+01    1.062306E+02    2.556414E+01   -4.122831E+01 
  -1.384979E+01    2.314176E+02    1.355198E+02    1.338049E+02  -5.825060E+01    1.224459E+02    1.524020E+02   -1.284276E+01    4.411053E+01   -5.131348E+01    6.450677E+01    1.049857E+02   -9.345496E+00    2.997530E+01   -5.825891E+01    7.218673E+01    9.635773E+00    1.303099E+02   -2.313004E+01   -3.052480E+01 
   1.485621E+01    2.898395E+02    8.222883E+01    1.501624E+02  -6.234434E+01    1.334902E+02    1.412474E+02    1.563386E+01    3.309741E+01   -5.899713E+01    4.840627E+01    1.219433E+02    1.566088E+01    7.213363E+01   -3.296529E+01    3.564651E+01    2.844227E+01    1.432127E+02   -7.445954E+01   -2.306127E+01 
   3.189699E+01    3.169569E+02    1.925383E+01    1.553437E+02  -7.030673E+01    1.400889E+02    1.224704E+02    5.203248E+01    2.303017E+01   -6.722035E+01    3.693365E+01    1.291796E+02    4.667106E+01    1.026063E+02   -1.721864E+01   -3.503693E+00    3.250250E+01    1.414820E+02   -1.229316E+02   -2.236470E+01 
   3.379305E+01    3.109407E+02   -4.411619E+01    1.415335E+02  -8.264574E+01    1.435203E+02    9.852645E+01    8.991637E+01    1.555474E+01   -7.397328E+01    3.349574E+01    1.244751E+02    7.725125E+01    1.168548E+02   -1.360247E+01   -4.160421E+01    2.363279E+01    1.245388E+02   -1.625359E+02   -3.125377E+01 
   1.917106E+01    2.756104E+02   -9.934306E+01    1.059600E+02  -9.851214E+01    1.448084E+02    7.162660E+01    1.235722E+02    1.095555E+01   -7.780524E+01    3.909111E+01    1.075496E+02    1.006155E+02    1.138212E+02   -2.189961E+01   -7.472321E+01    6.112166E+00    9.478596E+01   -1.881612E+02   -5.043855E+01 
  -1.021758E+01    2.197856E+02   -1.406557E+02    5.225901E+01  -1.154845E+02    1.446725E+02    4.326044E+01    1.489911E+02    8.342106E+00   -7.782780E+01    5.217784E+01    8.000159E+01    1.117653E+02    9.579472E+01   -3.922128E+01   -9.905904E+01   -1.484046E+01    5.714616E+01   -1.968727E+02   -7.767467E+01 
  -4.925408E+01    1.554578E+02   -1.659137E+02   -1.034550E+01  -1.299077E+02    1.435044E+02    1.416345E+01    1.641727E+02    6.201267E+00   -7.355843E+01    6.930220E+01    4.487341E+01    1.091256E+02    6.729637E+01   -6.069016E+01   -1.115752E+02   -3.467323E+01    1.821554E+01   -1.886892E+02   -1.078164E+02 
  -9.018174E+01    9.517895E+01   -1.761308E+02   -6.975794E+01  -1.377212E+02    1.412859E+02   -1.528354E+01    1.688206E+02    3.072149E+00   -6.476679E+01    8.627706E+01    5.968650E+00    9.510803E+01    3.346603E+01   -8.046520E+01   -1.107298E+02   -5.064077E+01   -1.480621E+01   -1.666592E+02   -1.338174E+02 
  -1.241514E+02    4.925258E+01   -1.740017E+02   -1.146737E+02  -1.355263E+02    1.374443E+02   -4.441815E+01    1.637018E+02   -1.900010E+00   -5.147178E+01    9.950920E+01   -3.289817E+01    7.541461E+01   -1.423724E+00   -9.285287E+01   -9.705407E+01   -6.213972E+01   -3.529626E+01   -1.362399E+02   -1.484233E+02 
  -1.431227E+02    2.338344E+01   -1.621288E+02   -1.379309E+02  -1.215469E+02    1.307410E+02   -7.172636E+01    1.500081E+02   -8.687178E+00   -3.413973E+01    1.070325E+02   -6.853506E+01    5.733703E+01   -3.481124E+01   -9.327451E+01   -7.332424E+01   -7.022564E+01   -3.840657E+01   -1.041604E+02   -1.460797E+02 
  -1.415316E+02    1.737023E+01   -1.417081E+02   -1.384468E+02  -9.616411E+01    1.193425E+02   -9.463084E+01    1.289870E+02   -1.641136E+01   -1.399677E+01    1.089209E+02   -9.874971E+01    4.763638E+01   -6.583176E+01   -7.893151E+01   -4.417136E+01   -7.659255E+01   -2.214371E+01   -7.706673E+01   -1.245127E+02 
  -1.172375E+02    2.522379E+01   -1.121903E+02   -1.211658E+02  -6.185693E+01    1.011894E+02   -1.097977E+02    1.019278E+02   -2.361491E+01    6.738512E+00    1.069820E+02   -1.224131E+02    5.069492E+01   -9.458933E+01   -4.910204E+01   -1.515345E+01   -8.246062E+01    1.188517E+01   -6.027251E+01   -8.552695E+01 
  -7.153759E+01    3.677465E+01   -7.200943E+01   -9.514512E+01  -2.257826E+01    7.466328E+01   -1.139146E+02    7.039666E+01   -2.864737E+01    2.491384E+01    1.038844E+02   -1.392505E+02    6.748766E+01   -1.211279E+02   -5.088358E+00    8.495771E+00   -8.779962E+01    5.832540E+01   -5.689087E+01   -3.478709E+01 
  -8.383556E+00    4.045782E+01   -2.003695E+01   -7.051368E+01   1.721560E+01    3.939616E+01   -1.046897E+02    3.648969E+01   -3.005717E+01    3.691426E+01    1.020566E+02   -1.494810E+02    9.560320E+01   -1.445942E+02    5.010576E+01    2.310129E+01   -9.114519E+01    1.087416E+02   -6.750958E+01    1.937631E+01 
   6.680787E+01    2.661420E+01    4.287102E+01   -5.535522E+01   5.356830E+01   -3.054055E+00   -8.170532E+01    2.869817E+00   -2.691931E+01    3.949694E+01    1.027494E+02   -1.534703E+02    1.301816E+02   -1.629611E+02    1.122594E+02    2.741200E+01   -9.002272E+01    1.531324E+02   -9.043252E+01    6.783322E+01 
   1.482783E+02   -9.568462E+00    1.128973E+02   -5.350782E+01   8.376249E+01   -4.896946E+01   -4.678281E+01   -2.752444E+01   -1.907178E+01    3.076488E+01    1.055744E+02   -1.515414E+02    1.653660E+02   -1.734182E+02    1.764749E+02    2.284893E+01   -8.177842E+01    1.820544E+02   -1.223692E+02    1.027091E+02 
   2.306310E+02   -6.634398E+01    1.833156E+02   -6.389122E+01   1.066150E+02   -9.288552E+01   -3.678392E+00   -5.203118E+01   -7.250003E+00    1.094997E+01    1.086468E+02   -1.440228E+02    1.957694E+02   -1.732593E+02    2.376933E+02    1.307081E+01   -6.450336E+01    1.888508E+02   -1.593461E+02    1.190920E+02 
   3.090121E+02   -1.355220E+02    2.456558E+02   -8.143878E+01   1.223140E+02   -1.286564E+02    4.282738E+01   -6.885479E+01    6.901645E+00   -1.730486E+01    1.092545E+02   -1.315106E+02    2.175435E+02   -1.609069E+02    2.911414E+02    2.984012E+00   -3.774705E+01    1.713461E+02   -1.975674E+02    1.159426E+02 
   3.789304E+02   -2.045092E+02    2.916780E+02   -9.920962E+01   1.319318E+02   -1.509377E+02    8.815175E+01   -7.741744E+01    2.097929E+01   -4.932862E+01    1.048066E+02   -1.152281E+02    2.288463E+02   -1.366849E+02    3.327008E+02   -2.536033E+00   -2.826993E+00    1.324421E+02   -2.339811E+02    9.597198E+01 
   4.360366E+02   -2.597901E+02    3.155665E+02   -1.109455E+02   1.368295E+02   -1.566683E+02    1.290234E+02   -7.828048E+01    3.216463E+01   -7.941474E+01    9.374468E+01   -9.730592E+01    2.297344E+02   -1.030613E+02    3.592150E+02    1.069704E-01    3.730806E+01    7.935431E+01   -2.664166E+02    6.453392E+01 
   4.761682E+02   -2.908635E+02    3.156714E+02   -1.132822E+02   1.381624E+02   -1.460793E+02    1.641011E+02   -7.263211E+01    3.775924E+01   -1.021563E+02    7.613380E+01   -8.080955E+01    2.216761E+02   -6.428389E+01    3.687522E+02    1.229388E+01    7.857040E+01    2.165594E+01   -2.933157E+02    2.786557E+01 
   4.958015E+02   -2.934285E+02    2.952548E+02   -1.070016E+02   1.366183E+02   -1.228681E+02    1.938956E+02   -6.155004E+01    3.582863E+01   -1.137349E+02    5.376912E+01   -6.941519E+01    2.069400E+02   -2.552915E+01    3.608263E+02    3.275166E+01    1.164146E+02   -3.129644E+01   -3.132363E+02   -8.788033E+00 
