#AdjRefG: Iteration 9 number of channels 4
# col 1: real part of sumprofile
# col 2: imag part of sumprofile
# col 3 - col 2*nchan+2: real, imag parts of profiles on different channels
  -2.555801E+02   -1.930692E+02    1.206785E+02   -9.398917E+01   6.619043E+01   -7.860207E+01    3.652097E+01    2.497774E+01   -1.249194E+02   -4.006801E+01   -1.676605E+01    2.626431E+01    6.366243E+00    1.996059E+01    4.359947E+01   -2.087540E+02   -2.032174E+02   -9.435971E+01    5.732414E+01    6.352276E+01 
  -2.465243E+02   -1.521026E+02    1.433211E+02   -8.353452E+01   6.101827E+01   -6.919456E+01    4.971057E+01    1.663093E+01   -1.208216E+02   -3.396553E+01   -2.799705E+01    3.669366E+01    2.036009E+01    5.201200E+01    2.626179E+01   -2.294616E+02   -2.070810E+02   -1.009545E+02    9.534580E+01    9.260247E+01 
  -2.286034E+02   -1.010269E+02    1.744271E+02   -5.003179E+01   6.110381E+01   -5.542526E+01    7.059237E+01    1.496746E+01   -1.222976E+02   -2.400098E+01   -4.134857E+01    4.548898E+01    3.617397E+01    8.349469E+01    2.060372E+01   -2.320766E+02   -2.035836E+02   -1.050954E+02    1.245796E+02    1.215884E+02 
  -2.116651E+02   -3.421688E+01    2.060741E+02    7.223305E+00   6.592916E+01   -3.591389E+01    9.597157E+01    2.093078E+01   -1.312042E+02   -8.349576E+00   -5.814305E+01    5.487013E+01    4.934502E+01    1.141194E+02    2.743993E+01   -2.166808E+02   -1.957351E+02   -1.040729E+02    1.408057E+02    1.481032E+02 
  -2.023248E+02    4.857432E+01    2.316544E+02    8.388664E+01   7.429388E+01   -1.127901E+01    1.215674E+02    3.328246E+01   -1.455484E+02    1.371443E+01   -7.798785E+01    6.647745E+01    5.514797E+01    1.423610E+02    4.562567E+01   -1.858984E+02   -1.862183E+02   -9.622213E+01    1.424492E+02    1.700251E+02 
  -2.017551E+02    1.405773E+02    2.469965E+02    1.713538E+02   8.483489E+01    1.566032E+01    1.425739E+02    4.891412E+01   -1.601074E+02    4.105823E+01   -9.861323E+01    8.087592E+01    4.992504E+01    1.653323E+02    7.240846E+01   -1.446820E+02   -1.764076E+02   -8.147356E+01    1.306273E+02    1.862457E+02 
  -2.056615E+02    2.286014E+02    2.508401E+02    2.582948E+02   9.642696E+01    4.046311E+01    1.545103E+02    6.386865E+01   -1.681368E+02    7.042687E+01   -1.163248E+02    9.732220E+01    3.209738E+01    1.792893E+02    1.040309E+02   -9.979284E+01   -1.660490E+02   -6.157782E+01    1.086236E+02    1.968968E+02 
  -2.063182E+02    2.959138E+02    2.445861E+02    3.326762E+02   1.083325E+02    5.825310E+01    1.541641E+02    7.471375E+01   -1.635716E+02    9.689192E+01   -1.269322E+02    1.138452E+02    2.552786E+00    1.806427E+02    1.364015E+02   -5.889642E+01   -1.536319E+02   -3.987394E+01    8.095266E+01    2.030137E+02 
  -1.958149E+02    3.266687E+02    2.313982E+02    3.839601E+02   1.200572E+02    6.510825E+01    1.403511E+02    7.973951E+01   -1.429994E+02    1.149829E+02   -1.268835E+02    1.276248E+02   -3.565433E+01    1.671578E+02    1.656777E+02   -2.928528E+01   -1.372183E+02   -2.058019E+01    5.225299E+01    2.058810E+02 
  -1.693005E+02    3.105703E+02    2.149119E+02    4.051151E+02   1.309743E+02    5.916733E+01    1.142423E+02    7.949443E+01   -1.067985E+02    1.202038E+02   -1.142859E+02    1.355997E+02   -7.811287E+01    1.389400E+02    1.886821E+02   -1.641224E+01   -1.153635E+02   -7.740783E+00    2.627341E+01    2.064332E+02 
  -1.270976E+02    2.462958E+02    1.979448E+02    3.940539E+02   1.398799E+02    4.107312E+01    7.914011E+01    7.642473E+01   -5.914866E+01    1.104580E+02   -8.953441E+01    1.351950E+02   -1.200465E+02    9.886405E+01    2.031537E+02   -2.259032E+01   -8.778241E+01   -4.099347E+00    5.185426E+00    2.050245E+02 
  -7.502119E+01    1.425445E+02    1.816403E+02    3.541429E+02   1.446954E+02    1.362219E+01    3.976182E+01    7.374222E+01   -6.989659E+00    8.688862E+01   -5.538283E+01    1.250390E+02   -1.571511E+02    5.226928E+01    2.078900E+02   -4.629456E+01   -5.557579E+01   -1.023559E+01   -1.062871E+01    2.016563E+02 
